mid,title,rating,ranking,type,genre,rdate,language,cover,description,trailer,released,year
5288312,Skam,8.6,194,tv series,"[""Drama"", ""Romance""]",2015-2017,"[""Norwegian""]",https://m.media-amazon.com/images/M/MV5BMzc5NmE5ZDItZGQxZC00ZTdhLThlYzktYjE0NWIyZDM3OGRlXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg,"The story of young teenagers and pupils on Hartvig Nissens upper secondary school in Oslo, and their troubles, scandals and everyday life. Each season is told from a different person's point of view.",https://www.youtube.com/watch?v=NKb9tViCw6o,TRUE,2015
2575988,Silicon Valley,8.5,195,tv series,"[""Comedy""]",2014-2019,"[""English""]",https://m.media-amazon.com/images/M/MV5BM2Q5YjNjZWMtYThmYy00N2ZjLWE2NDctNmZjMmZjYWE2NjEwXkEyXkFqcGdeQXVyMTAzMDM4MjM0.jpg,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper.",Null,TRUE,2014
2100976,Impractical Jokers,8.5,196,tv series,"[""Comedy"", ""Reality-TV""]",2011-,"[""English""]",https://m.media-amazon.com/images/M/MV5BZjhlYTllNzgtOTQ5Ni00MTI1LWJmZjktOTc2NTZkYWVlYjllXkEyXkFqcGdeQXVyMDA4NzMyOA@@.jpg,"Q, Sal, Joe and Murr are real-life best friends who love challenging each other to the most outrageous dares and stunts ever caught on hidden camera.",https://www.youtube.com/watch?v=IQQ8_VVR4TA,TRUE,2011
1492966,Louie,8.5,197,tv series,"[""Comedy"", ""Drama""]",2010-2015,"[""English""]",https://m.media-amazon.com/images/M/MV5BZjc0NjY1NGQtZmFiNi00NTJmLWI3ZDAtODkxMzcyNmIxZDMxXkEyXkFqcGdeQXVyMjQ1NjEyNzE@.jpg,"The life of Louie C.K., a divorced comedian living in New York with two kids.",Null,TRUE,2010
0995832,Generation Kill,8.5,198,tv series,"[""Drama"", ""War""]",2008-2008,"[""English""]",https://m.media-amazon.com/images/M/MV5BMTM2NjAxOTQzNl5BMl5BanBnXkFtZTcwMjk4NzU3MQ@@.jpg,"A Rolling Stone reporter, embedded with The 1st Recon Marines chronicles his experiences during the first wave of the American-led assault on Baghdad in 2003.",Null,TRUE,2008
2243973,Hannibal,8.5,199,tv series,"[""Crime"", ""Drama"", ""Horror"", ""Mystery"", ""Thriller""]",2013-2015,"[""English""]",https://m.media-amazon.com/images/M/MV5BNWU5YmJhNWEtZGVlOS00NmRhLThmNzUtYjAyMDA2MDg5ZTM4XkEyXkFqcGdeQXVyNDIzMzcwNjc@.jpg,Explores the early relationship between renowned psychiatrist Hannibal Lecter and a young FBI criminal profiler who is haunted by his ability to empathize with serial killers.,https://www.youtube.com/watch?v=FcHDc_I-vc8,TRUE,2013
1586680,Shameless,8.5,200,tv series,"[""Comedy"", ""Drama""]",2011-2021,"[""English""]",https://m.media-amazon.com/images/M/MV5BZDgxNjQ2MjMtMjk2Yi00M2Q2LWI0ZDktOGM1NWI5YWUzMjk4XkEyXkFqcGdeQXVyOTA3MTMyOTk@.jpg,"A scrappy, feisty, fiercely loyal Chicago family makes no apologies.",https://www.youtube.com/watch?v=yeI_o9f4U5s,TRUE,2011
3230854,The Expanse,8.5,201,tv series,"[""Drama"", ""Mystery"", ""Sci-Fi""]",2015-,"[""English""]",https://m.media-amazon.com/images/M/MV5BZDVmMDljM2QtZDkzZC00ZDg2LWFiMGItZjNiNjliZjg2MGEzXkEyXkFqcGdeQXVyMjkwOTAyMDU@.jpg,"In the 24th century, a group of humans untangle a vast plot which threatens the Solar System's fragile state of detente.",Null,TRUE,2015
1758429,Spartacus: Gods of the Arena,8.5,202,tv series,"[""Action"", ""Adventure"", ""Biography"", ""Drama"", ""History"", ""Romance""]",2011-2011,"[""English"", ""Assyrian Neo-Aramaic""]",https://m.media-amazon.com/images/M/MV5BMTYyMjI4NzYxOF5BMl5BanBnXkFtZTcwNTUwMTc1NA@@.jpg,"In the time before the arrival of Spartacus, the House of Batiatus faces many challenges from competitors, and within its own household.",https://www.youtube.com/watch?v=Ou2TvLK9jzg,TRUE,2011
0290978,The Office,8.5,203,tv series,"[""Comedy"", ""Drama""]",2001-2003,"[""English""]",https://m.media-amazon.com/images/M/MV5BYWI2YmI2ZmMtMTZjMC00MzMzLWI5ODItNDY1OTg3YjNmZmUxXkEyXkFqcGdeQXVyNDA5NTgxNjU@.jpg,The story of an office that faces closure when the company decides to downsize its branches. A documentary film crew follow staff and the manager David Brent as they continue their daily lives.,https://www.youtube.com/watch?v=2iKZmRR9AR4,TRUE,2001
4295140,Chef's Table,8.5,204,tv series,"[""Documentary""]",2015-2019,"[""English""]",https://m.media-amazon.com/images/M/MV5BMjE3MDQ2OTYyN15BMl5BanBnXkFtZTgwNjQ0Nzg0NzM@.jpg,"Chef's Table goes inside the lives and kitchens of six of the world's most renowned international chefs. Each episode focuses on a single chef and their unique look at their lives, talents and passion from their piece of culinary heaven.",Null,TRUE,2015
2401256,The Night Of,8.5,205,tv series,"[""Crime"", ""Drama"", ""Mystery""]",2016-2016,"[""English""]",https://m.media-amazon.com/images/M/MV5BMjQyOTgxMDI0Nl5BMl5BanBnXkFtZTgwOTE4MzczOTE@.jpg,"After a night of partying with a woman he picked up, a man wakes up to find her stabbed to death and is charged with her murder.",Null,TRUE,2016
1534360,Ezel,8.6,206,tv series,"[""Crime"", ""Drama"", ""Thriller""]",2009-2011,"[""Turkish""]",https://m.media-amazon.com/images/M/MV5BMjIzOTY1YTYtNmRhMC00MzAxLWEzMzUtM2ZiMmYwNTY0MjMyXkEyXkFqcGdeQXVyNDg4MjkzNDk@.jpg,"Betrayed by his trusted friends and the woman he loved, Ömer Uçar returns as Ezel to exact his vengeance.",Null,TRUE,2009
0278238,Samurai Jack,8.5,207,tv series,"[""Animation"", ""Action"", ""Adventure"", ""Drama"", ""Fantasy"", ""Sci-Fi"", ""Thriller""]",2001-2017,"[""English""]",https://m.media-amazon.com/images/M/MV5BZWQ2MDNiNTItYmM3ZS00MmI4LWFlMDQtOGVhYzlhZmZkNzI0L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg,"A samurai, sent through time, fights to return home and save the world.",Null,TRUE,2001
0163507,Whose Line Is It Anyway?,8.5,208,tv series,"[""Comedy"", ""Game-Show""]",1998-2007,"[""English""]",https://m.media-amazon.com/images/M/MV5BYmJjMTVhYjQtMjBmMC00NWYxLTk2YmEtYWIxZDUzYjljZTYxXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.,Null,TRUE,1998
7472896,Mr Inbetween,8.6,209,tv series,"[""Crime"", ""Drama""]",2018-2021,"[""English""]",https://m.media-amazon.com/images/M/MV5BNWU4MTA0ZTItZmUyYi00ZGY3LWE2NTYtMDQ3N2RkZjcwYjk4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg,"In Mr Inbetween, Ryan plays ""Ray Shoesmith,"" a father, ex-husband, boyfriend and best friend: tough roles to juggle in the modern age. Even harder when you're a criminal for hire.",Null,TRUE,2018
1124373,Sons of Anarchy,8.5,210,tv series,"[""Crime"", ""Drama"", ""Thriller""]",2008-2014,"[""English""]",https://m.media-amazon.com/images/M/MV5BMTEyODg2NzkwMDBeQTJeQWpwZ15BbWU4MDQwODI3MzIx.jpg,A biker struggles to balance being a father and being involved in an outlaw motorcycle club.,Null,TRUE,2008
0129690,I'm Alan Partridge,8.5,211,tv series,"[""Comedy""]",1997-2002,"[""English"", ""German"", ""French""]",https://m.media-amazon.com/images/M/MV5BODRmYzYzZjItMzNmYy00NGE5LTk0MjctYWJkOGNlOWM2MWM1XkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,"Alan Partridge, a failed television presenter, is now presenting a programme on local radio in Norwich. He desperately tries to revive his broadcasting career.",Null,TRUE,1997
3920596,Big Little Lies,8.5,212,tv series,"[""Crime"", ""Drama"", ""Mystery""]",2017-2019,"[""English""]",https://m.media-amazon.com/images/M/MV5BZmNjYzdjN2ItOTBlNy00Mjc0LWE4YmMtYTQ4ZjQzNTMyNDc4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg,"The apparently perfect lives of upper-class mothers, at a prestigious elementary school, unravel to the point of murder when a single-mother moves to their quaint Californian beach town.",Null,TRUE,2017
1442449,Spartacus,8.5,213,tv series,"[""Action"", ""Adventure"", ""Biography"", ""Drama"", ""History"", ""Romance""]",2010-2013,"[""English"", ""German""]",https://m.media-amazon.com/images/M/MV5BZTEwZTM3MzUtMzk3Yy00YWI4LWI1ZTktOTc1MmRjZWM5ZDhmXkEyXkFqcGdeQXVyNDIzMzcwNjc@.jpg,"The life of Spartacus, the gladiator who lead a rebellion against the Romans. From his time as an ally of the Romans, to his betrayal and becoming a gladiator, to the rebellion he leads and its ultimate outcome.",https://www.youtube.com/watch?v=I98o9rJtGSo,TRUE,2010
3895150,Your Lie in April,8.6,214,tv series,"[""Animation"", ""Drama"", ""Music"", ""Romance""]",2014-2015,"[""Japanese""]",https://m.media-amazon.com/images/M/MV5BYThlNWY5ZDgtYTIxNC00ZjdiLWJmNGUtMDFjMDlmZTAzOWFiXkEyXkFqcGdeQXVyNTM4NzAzNjc@.jpg,A piano prodigy who lost his ability to play after suffering a traumatic event in his childhood is forced back into the spotlight by an eccentric girl with a secret of her own.,Null,TRUE,2014
6958022,The Defiant Ones,8.5,215,tv series,"[""Documentary"", ""Biography"", ""Crime"", ""Music""]",2017-2017,"[""English""]",https://m.media-amazon.com/images/M/MV5BNjAyMjg0MTMtZmUxZC00MzhiLTk1YzYtOGE4YWNmYmIzMjc4XkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg,"""The Defiant Ones"" examines the partnership between Jimmy Iovine and Dr. Dre - one the son of a Brooklyn longshoreman, the other straight out of Compton - and their leading roles in a chain of transformative events in contemporary culture.",Null,TRUE,2017
5249462,Erased,8.5,216,tv series,"[""Animation"", ""Drama"", ""Fantasy"", ""Mystery"", ""Sci-Fi"", ""Thriller""]",2016-2016,"[""Japanese""]",https://m.media-amazon.com/images/M/MV5BNDFmYjRkZWYtNjgyZS00YTY5LWIyMmQtZTI0OGRiOGM5NGY3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg,"29-year-old Satoru Fujinuma is sent back in time 18 years to prevent the events leading to his mother's death, which began with a series of kidnappings while he was in 5th grade.",Null,TRUE,2016
11301642,Ethos,8.5,217,tv series,"[""Drama"", ""Thriller""]",2020-,"[""Turkish"", ""Arabic"", ""Kurdish""]",https://m.media-amazon.com/images/M/MV5BZjkyMTYyMDktNjQxZC00Y2U0LThkMDYtYmU2YzY5OTlmYzcwXkEyXkFqcGdeQXVyMTI1NDEyNTM5.jpg,"A group of unique characters from dramatically different socio-cultural backgrounds meeting in startling circumstances in the vibrant and colorful city of Istanbul, - some by chance and some by force of will.",Null,TRUE,2020
7278862,My Brilliant Friend,8.6,218,tv series,"[""Drama""]",2018-,"[""Italian"", ""Neapolitan""]",https://m.media-amazon.com/images/M/MV5BODU3Nzg5NGMtOTE2MS00YWQ0LTgyYzktMWM3YjNmYjlmZTliXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg,A woman recounts the lifelong friendship and conflicts with a girl she met at primary school in Naples during the early 1950s.,Null,TRUE,2018
0262150,Black Books,8.5,219,tv series,"[""Comedy""]",2000-2004,"[""English""]",https://m.media-amazon.com/images/M/MV5BODZjOGMxMGUtYTY3YS00NjcxLWFkY2EtYzc3NDVkZjk0YWY2XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg,"Bernard Black runs a book shop, though his customer service skills leave something to be desired. He hires Manny as an employee. Fran runs the shop next door. Between the three of them many adventures ensue.",Null,TRUE,2000
10155688,Mare of Easttown,8.5,220,tv series,"[""Crime"", ""Drama"", ""Mystery""]",2021-2021,"[""English""]",https://m.media-amazon.com/images/M/MV5BYjIyOGU1NzAtODZmYi00NGMzLWJiMjItNGNjNTFjOTM5ZDJhXkEyXkFqcGdeQXVyMTEyMjM2NDc2.jpg,A detective in a small Pennsylvania town investigates a local murder while trying to keep her life from falling apart.,Null,TRUE,2021
0472027,John Adams,8.5,221,tv series,"[""Biography"", ""Drama"", ""History""]",2008-2008,"[""English""]",https://m.media-amazon.com/images/M/MV5BMTQwNDc0MDE2MF5BMl5BanBnXkFtZTcwODYwNjE2MQ@@.jpg,"The life of one of the USA's Founding Fathers, its second President, and his role in the nation's first 50 years.",Null,TRUE,2008
7658402,Harley Quinn,8.5,222,tv series,"[""Animation"", ""Action"", ""Adventure"", ""Comedy"", ""Crime"", ""Fantasy"", ""Mystery"", ""Sci-Fi""]",2019-,"[""English""]",https://m.media-amazon.com/images/M/MV5BNWRhMTVhNjgtZjcyMS00N2YzLWI2N2QtNTYwMGFlOTdmMGY1XkEyXkFqcGdeQXVyMjkyNzYwMTc@.jpg,"The series focuses on a single Harley Quinn, who sets off to make it on her own in Gotham City.",https://www.youtube.com/watch?v=kGM4uYZzfu0,TRUE,2019
3526078,Schitt's Creek,8.5,223,tv series,"[""Comedy""]",2015-2020,"[""English""]",https://m.media-amazon.com/images/M/MV5BNWQ1ZmM3MTQtNTVhZC00MWVlLWI5ZjgtYmZiYWQxZjUzZWM0XkEyXkFqcGdeQXVyMzQ2MDI5NjU@.jpg,"When rich video-store magnate Johnny Rose and his family suddenly find themselves broke, they are forced to leave their pampered lives to regroup in Schitt's Creek.",Null,TRUE,2015
2937900,The Knick,8.5,224,tv series,"[""Drama"", ""History""]",2014-2015,"[""English"", ""Latvian"", ""Mandarin"", ""Cantonese"", ""Hebrew"", ""Greek"", ""Italian"", ""Polish"", ""Spanish""]",https://m.media-amazon.com/images/M/MV5BMTQ5NzcyNDc5MV5BMl5BanBnXkFtZTgwMDMyOTY5NjE@.jpg,A look at the professional and personal lives of the staff at New York's Knickerbocker Hospital during the early part of the twentieth century.,Null,TRUE,2014
9561862,"Love, Death & Robots",8.5,225,tv series,"[""Animation"", ""Short"", ""Action"", ""Adventure"", ""Comedy"", ""Drama"", ""Fantasy"", ""Horror"", ""Mystery"", ""Sci-Fi"", ""Thriller""]",2019-,"[""English""]",https://m.media-amazon.com/images/M/MV5BYjEwOWQ0MjktMjZjNy00Mzc1LWE5NTItMDQ1Yjc0Zjk0NTBlXkEyXkFqcGdeQXVyMTEyMjM2NDc2.jpg,"A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy.",https://www.netflix.com/title/80174608,TRUE,2019
1227926,Dr. Horrible's Sing-Along Blog,8.5,226,tv series,"[""Short"", ""Comedy"", ""Musical"", ""Sci-Fi""]",2008-2008,"[""English""]",https://m.media-amazon.com/images/M/MV5BZTIxZmRmZWItNmI1MS00ZDU3LWE2ZTQtODc1NDE3NjRiYzczXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg,An aspiring supervillain must balance his career and his pursuit of a beautiful do-gooder.,Null,TRUE,2008
12451520,It's Okay to Not Be Okay,8.7,227,tv series,"[""Comedy"", ""Drama"", ""Romance""]",2020-2020,"[""Korean""]",https://m.media-amazon.com/images/M/MV5BYTk0Nzk5ZWYtYTNlZi00YjBjLWJhYjctMWMwMmYyMDA5ZjJmXkEyXkFqcGdeQXVyNDY5MjMyNTg@.jpg,An extraordinary road to emotional healing opens up for an selfish antisocial children's book writer and a selfless psych ward caretaker when they cross paths.,Null,TRUE,2020
1439629,Community,8.5,228,tv series,"[""Comedy""]",2009-2015,"[""English""]",https://m.media-amazon.com/images/M/MV5BNDQ5NDZiYjktZmFmMy00MjAxLTk1MDktOGZjYTY5YTE1ODdmXkEyXkFqcGdeQXVyNjcwMzEzMTU@.jpg,A suspended lawyer is forced to enroll in a community college with an eccentric staff and student body.,Null,TRUE,2009
2674806,Inside No. 9,8.5,229,tv series,"[""Comedy"", ""Drama"", ""Horror""]",2014-,"[""English""]",https://m.media-amazon.com/images/M/MV5BYTY1Y2UzMmItZDgzMC00Nzc1LTk3ZDAtYWM4MGFhNzdkYzU1XkEyXkFqcGdeQXVyMjQ1NjEyNzE@.jpg,"Anthology series which mixes dark humor with genres like crime, horror or drama. The show invites viewers into some very different No.9s, where the ordinary and mundane rub shoulders with the extraordinary and macabre.",Null,TRUE,2014
5675620,The Punisher,8.5,230,tv series,"[""Action"", ""Crime"", ""Drama"", ""Thriller""]",2017-2019,"[""English""]",https://m.media-amazon.com/images/M/MV5BMTExODIwOTUxNzFeQTJeQWpwZ15BbWU4MDE5MDA0MTcz.jpg,"After the murder of his family, Marine veteran Frank Castle becomes the vigilante known as ""The Punisher,"" with only one goal in mind: to avenge them.",https://www.youtube.com/watch?v=2Y0SpAkiH1s,TRUE,2017
1883092,Generation War,8.5,231,tv series,"[""Action"", ""Drama"", ""History"", ""War""]",2013-2013,"[""German""]",https://m.media-amazon.com/images/M/MV5BMTYwMzIyMjg5M15BMl5BanBnXkFtZTgwNzM1NjI2MDE@.jpg,Five friends go out to war and promise each other to be back for Christmas.,Null,TRUE,2013
0118266,The New Batman Adventures,8.5,232,tv series,"[""Animation"", ""Action"", ""Adventure"", ""Crime"", ""Drama"", ""Family"", ""Mystery""]",1997-1999,"[""English""]",https://m.media-amazon.com/images/M/MV5BY2JkYjE4MWYtMGJlZC00OWVhLWJlMmUtNGQzYjM0ZDUxNGI2XkEyXkFqcGdeQXVyMjM5NDQzNTk@.jpg,"The further and darker adventures of Batman with a new Robin, a closer association with Batgirl and the previous Robin now as Nightwing.",Null,TRUE,1997
9398466,Delhi Crime,8.5,233,tv series,"[""Crime"", ""Drama""]",2019-,"[""English"", ""Hindi""]",https://m.media-amazon.com/images/M/MV5BODg1MTYyZjYtMzJhZi00ZjI3LWI3MTItZTFhZDNhZmYwMjYwXkEyXkFqcGdeQXVyODE5NzE3OTE@.jpg,"Based on the Nirbhaya case, Delhi Crime follows the Delhi Police investigation into the finding of the men who perpetrated this crime.",Null,TRUE,2019
5425186,Horace and Pete,8.5,234,tv series,"[""Comedy"", ""Drama""]",2016-2016,"[""English""]",https://m.media-amazon.com/images/M/MV5BNjRhOGY5ZmMtYWE5ZC00ZDA2LTk3NDItN2FlOGE5MjQwMjVkXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg,"Louis C.K.'s Eugene O'Neill-esque dramedic web series about two brothers, introverted Horace and mentally ill Pete, the current owners of their family's Irish bar ""Horace and Pete's"", and their dysfunctional family and friends.",Null,TRUE,2016
0417373,The Venture Bros.,8.5,235,tv series,"[""Animation"", ""Action"", ""Adventure"", ""Comedy"", ""Sci-Fi""]",2003-2018,"[""English""]",https://m.media-amazon.com/images/M/MV5BMGQzMzc4ZGMtMzljYS00YmRjLTg1MDctOTBiM2ZmZDg4NDA4XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg,"The bizarre escapades of pseudo-heroic scientist Dr. Rusty Venture, his competent, high-strung bodyguard, and his two overenthusiastic sons.",Null,TRUE,2003
0061287,The Prisoner,8.5,236,tv series,"[""Drama"", ""Mystery"", ""Sci-Fi""]",1967-1968,"[""Russian"", ""German"", ""Romany"", ""Spanish"", ""French"", ""Polish""]",https://m.media-amazon.com/images/M/MV5BMjMyMDk0NTMxNV5BMl5BanBnXkFtZTgwNTA2NTQxMTE@.jpg,"After resigning, a secret agent is abducted and taken to what looks like an idyllic village, but is really a bizarre prison. His warders demand information. He gives them nothing, but only tries to escape.",https://www.youtube.com/watch?v=2SupordEUpw,TRUE,1967
0149460,Futurama,8.4,237,tv series,"[""Animation"", ""Adventure"", ""Comedy"", ""Sci-Fi""]",1999-2013,"[""English""]",https://m.media-amazon.com/images/M/MV5BNzA2ZDk2ZTUtMWU2Yi00NDVmLTk1ODEtMmFmMjQyNWYzODI0XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg,"Philip J. Fry, a pizza delivery boy, is accidentally frozen in 1999 and thawed out on New Year's Eve 2999.",https://www.youtube.com/watch?v=TJz8fRRqY2Y,TRUE,1999
1984119,Feud: Bette and Joan,8.5,238,tv series,"[""Biography"", ""Drama""]",2017-2017,"[""English""]",https://m.media-amazon.com/images/M/MV5BMjA2ODdhY2YtNDAzZi00MDQ5LTljZmYtMjcyZmJiY2YxOWE1L2ltYWdlXkEyXkFqcGdeQXVyNjY5NjM5MjA@.jpg,"Planned anthology series centering on famous feuds, including Bette Davis and Joan Crawford that is discontinued at the moment.",Null,TRUE,2017
7927936,Flames,9.1,239,tv series,"[""Comedy"", ""Drama"", ""Romance""]",2018-2019,"[""Hindi""]",https://m.media-amazon.com/images/M/MV5BMGM5OTlmNjYtYmFlZi00MDY3LTk5YTctNTBlNjliZjEzY2E2XkEyXkFqcGdeQXVyOTAzMTc2MjA@.jpg,A teenage romance from The Timeliners that aims straight from the heart. This web-series is the story of a young romance unfolding as a chemical reaction.,Null,TRUE,2018
0075520,Jesus of Nazareth,8.5,240,tv series,"[""Biography"", ""Drama"", ""History""]",1977-1977,"[""English"", ""Syriac""]",https://m.media-amazon.com/images/M/MV5BMTVmZWU2YzQtMGU0My00ZDM0LTlhNjItMTFiOThjNDJlYTliXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg,"Beginning before the Nativity and extending through the Crucifixion and Resurrection, this mini-series brings to life all of the sweeping drama in the life of Jesus, as told by the Gospels.",Null,TRUE,1977
0346314,Ghost in the Shell: Stand Alone Complex,8.5,241,tv series,"[""Animation"", ""Action"", ""Crime"", ""Sci-Fi"", ""Thriller""]",2002-2005,"[""Japanese""]",https://m.media-amazon.com/images/M/MV5BZWQxZDhiNGEtYmRhYy00OGUxLThhYTMtNjUzMjY0YzhiYjU3XkEyXkFqcGdeQXVyNDYzNTI2ODc@.jpg,The futuristic adventures of a female cyborg counter intelligence agent and her support team.,Null,TRUE,2002
1474684,Luther,8.4,242,tv series,"[""Crime"", ""Drama"", ""Mystery"", ""Thriller""]",2010-2019,"[""English""]",https://m.media-amazon.com/images/M/MV5BYTdhNWMwYTMtNzQ3OC00ODZjLWI0YzQtYjVlODZiOWVlYTJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg,DCI John Luther is a near-genius murder detective whose brilliant mind can't always save him from the dangerous violence of his passions.,Null,TRUE,2010
0103584,X-Men: The Animated Series,8.4,243,tv series,"[""Animation"", ""Action"", ""Family"", ""Sci-Fi""]",1992-1997,"[""English""]",https://m.media-amazon.com/images/M/MV5BNTVjNmEwNTMtNmQ2ZC00MGJkLWI3MDgtNzMyNTc4YjVkNTQ1L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg,A team of mutant superheroes fight for justice and human acceptance in the Marvel Comics universe.,Null,TRUE,1992
2433738,Wentworth,8.6,244,tv series,"[""Crime"", ""Drama""]",2013-2021,"[""English""]",https://m.media-amazon.com/images/M/MV5BZDkxZmFhMDAtMmIyZS00NjAwLThlYjctZDQwMWQwYzdlYWY4XkEyXkFqcGdeQXVyNTE1NjY5Mg@@.jpg,Bea Smith is locked up while awaiting trial for the attempted murder of her husband and must learn how life works in prison.,Null,TRUE,2013
0070644,Scenes from a Marriage,8.4,245,tv series,"[""Drama""]",1973-1973,"[""Swedish""]",https://m.media-amazon.com/images/M/MV5BZDgzY2VlM2ItZTVjYS00ZmIxLTlmYWEtMzQzNGZkYTk2MDY3XkEyXkFqcGdeQXVyNTcwNjUwNzk@.jpg,Ten years within the marriage of Marianne and Johan.,Null,TRUE,1973
2306299,Vikings,8.5,246,tv series,"[""Action"", ""Adventure"", ""Drama"", ""History"", ""Romance"", ""War""]",2013-2020,"[""English"", ""Old English"", ""Norse, Old"", ""Latin"", ""French"", ""Arabic"", ""Greek, Ancient (to 1453)"", ""Russian""]",https://m.media-amazon.com/images/M/MV5BODk4ZjU0NDUtYjdlOS00OTljLTgwZTUtYjkyZjk1NzExZGIzXkEyXkFqcGdeQXVyMDM2NDM2MQ@@.jpg,"Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok, a Viking warrior and farmer who yearns to explore - and raid - the distant shores across the ocean.",Null,TRUE,2013
0397150,Garth Marenghi's Darkplace,8.5,247,tv series,"[""Comedy"", ""Fantasy"", ""Horror"", ""Sci-Fi""]",2004-2004,"[""English""]",https://m.media-amazon.com/images/M/MV5BOWIyNDI4M2YtNjI5ZS00NDE3LTk2NmQtZTc1YTUwNjgwYWMyXkEyXkFqcGdeQXVyMjMwNjYyMzE@.jpg,"This parody series is an unearthed 80s horror/drama, complete with poor production values, awful dialogue and hilarious violence. The series is set in a Hospital in Romford, which is situated over the gates of Hell.",Null,TRUE,2004
0421291,Avrupa Yakasi,8.5,248,tv series,"[""Comedy""]",2004-2009,"[""Turkish""]",https://m.media-amazon.com/images/M/MV5BZDEzNzk4YmQtYWRhMi00ZGRmLTg2M2YtZjM2YTY0MWE1YWYwXkEyXkFqcGdeQXVyNDQ2MTMzODA@.jpg,The life and times of rather traditional Sutcuoglu family and their comedic struggles to adapt the high-profile contemporary life of Nisantasi.,https://www.youtube.com/watch?v=X2m-08cOAbc,TRUE,2004
5994364,Guardian: The Lonely and Great God,8.6,249,tv series,"[""Comedy"", ""Drama"", ""Fantasy"", ""Romance""]",2016-2017,"[""Korean""]",https://m.media-amazon.com/images/M/MV5BZTg0YmQxZTgtMzgwYi00N2NhLTlkMWYtOWYwNDA1YjkxMmViL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzE4MDkyNTA@.jpg,"In his quest for a bride to break his immortal curse, Dokkaebi, a 939-year-old guardian of souls, meets a grim reaper and a sprightly student with a tragic past.",Null,TRUE,2016
11854694,Special OPS,8.6,250,tv series,"[""Action"", ""Crime"", ""Thriller""]",2020-,"[""Hindi""]",https://m.media-amazon.com/images/M/MV5BMDc3Zjc4NjAtMTI2MC00YmQwLTk3MmItZTZiNWM0YmNiNmNkXkEyXkFqcGdeQXVyNDAzNDk0MTQ@.jpg,"The story through the eyes of Himmat Singh is based on the inspiration was taken from Nineteen Years of nationally significant events, several espionage missions were undertaken by India in the last two decades.",Null,TRUE,2020
