mid,title,rating,ranking,type,genre,rdate,language,cover,description,trailer,released,year
79470,Life of Brian,8.1,232,movie,"[""Comedy""]",17 Aug 1979 (USA),"[""English"", ""Latin""]",https://m.media-amazon.com/images/M/MV5BMzAwNjU1OTktYjY3Mi00NDY5LWFlZWUtZjhjNGE0OTkwZDkwXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.",https://www.youtube.com/watch?v=y8YyfvINTWc,TRUE,1979
395169,Hotel Rwanda,8.1,233,movie,"[""Biography"", ""Drama"", ""History"", ""War""]",20 Jan 2005 (Singapore),"[""English"", ""French"", ""Kinyarwanda""]",https://m.media-amazon.com/images/M/MV5BZGJjYmIzZmQtNWE4Yy00ZGVmLWJkZGEtMzUzNmQ4ZWFlMjRhXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.",https://www.youtube.com/watch?v=4dd8rX5Dy_Q,TRUE,2005
116231,The Bandit,8.2,234,movie,"[""Crime"", ""Drama"", ""Thriller""]",29 Nov 1996 (Turkey),"[""Turkish""]",https://m.media-amazon.com/images/M/MV5BOGQ4ZjFmYjktOGNkNS00OWYyLWIyZjgtMGJjM2U1ZTA0ZTlhXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg,"Baran the Bandit, released from prison after 35 years, searches for vengeance and his lover.",Null,TRUE,1996
118694,In the Mood for Love,8.1,235,movie,"[""Drama"", ""Romance""]",29 Sep 2000 (Hong Kong),"[""Cantonese"", ""Shanghainese"", ""French"", ""Spanish""]",https://m.media-amazon.com/images/M/MV5BMDJkYjRiMTgtYjBhNi00ZjQwLWI3MWItNTZkY2MzNjcxNzM5XkEyXkFqcGdeQXVyNzI1NzMxNzM@.jpg,"Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.",https://www.youtube.com/watch?v=dWVDZ98AFhI,TRUE,2000
1979320,Rush,8.1,236,movie,"[""Action"", ""Biography"", ""Drama"", ""Sport""]",20 Sep 2013 (India),"[""English"", ""German"", ""Italian"", ""French"", ""Spanish""]",https://m.media-amazon.com/images/M/MV5BOWEwODJmZDItYTNmZC00OGM4LThlNDktOTQzZjIzMGQxODA4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,https://www.youtube.com/watch?v=4XA73ni9eVs,TRUE,2013
0758758,Into the Wild,8.1,237,movie,"[""Adventure"", ""Biography"", ""Drama""]",31 Jul 2018 (India),"[""English"", ""Danish""]",https://m.media-amazon.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@.jpg,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",Null,TRUE,2018
0245712,Amores perros,8.1,238,movie,"[""Drama"", ""Thriller""]",16 Jun 2000 (Mexico),"[""Spanish""]",https://m.media-amazon.com/images/M/MV5BMjQxMWJhMzMtMzllZi00NzMwLTllYjktNTcwZmU4ZmU3NTA0XkEyXkFqcGdeQXVyMTAzMDM4MjM0.jpg,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",Null,TRUE,2000
0075148,Rocky,8.1,239,movie,"[""Drama"", ""Sport""]",03 Dec 1976 (Canada),"[""English""]",https://m.media-amazon.com/images/M/MV5BMTY5MDMzODUyOF5BMl5BanBnXkFtZTcwMTQ3NTMyNA@@.jpg,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,https://www.youtube.com/watch?v=LZoCEhkh5SQ,TRUE,1976
0087544,Nausicaä of the Valley of the Wind,8.1,240,movie,"[""Animation"", ""Adventure"", ""Sci-Fi""]",11 Mar 1984 (Japan),"[""Japanese""]",https://m.media-amazon.com/images/M/MV5BZTI3NmJmYTQtNDg4NS00M2VlLTgzZDAtZWIwZDcyOWY5YzIzXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.,https://www.youtube.com/watch?v=6zhLBe319KE,TRUE,1984
0060107,Andrei Rublev,8.1,241,movie,"[""Biography"", ""Drama"", ""History""]",Dec 1969 (France),"[""Russian"", ""Italian"", ""Tatar""]",https://m.media-amazon.com/images/M/MV5BNjM2MjMwNzUzN15BMl5BanBnXkFtZTgwMjEzMzE5MTE@.jpg,"The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev.",Null,TRUE,1969
0025316,It Happened One Night,8.1,242,movie,"[""Comedy"", ""Romance""]",1934 (Cuba),"[""English""]",https://m.media-amazon.com/images/M/MV5BYzJmMWE5NjAtNWMyZS00NmFiLWIwMDgtZDE2NzczYWFhNzIzXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg,"A renegade reporter trailing a young runaway heiress for a big story joins her on a bus heading from Florida to New York, and they end up stuck with each other when the bus leaves them behind at one of the stops.",Null,TRUE,1934
0381681,Before Sunset,8.1,243,movie,"[""Drama"", ""Romance""]",17 Jun 2004 (Germany),"[""English"", ""French""]",https://m.media-amazon.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3.jpg,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.",Null,TRUE,2004
0083922,Fanny and Alexander,8.1,244,movie,"[""Drama""]",17 Dec 1982 (Sweden),"[""Swedish"", ""German"", ""Yiddish"", ""English"", ""French""]",https://m.media-amazon.com/images/M/MV5BZmQzMDE5ZWQtOTU3ZS00ZjdhLWI0OTctZDNkODk4YThmOTRhL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg,"Two young Swedish children in the 1900s experience the many comedies and tragedies of their lively and affectionate theatrical family, the Ekdahls.",Null,TRUE,1982
0169858,Neon Genesis Evangelion: The End of Evangelion,8.1,245,movie,"[""Animation"", ""Action"", ""Drama"", ""Fantasy"", ""Sci-Fi""]",2005 (Germany),"[""Japanese""]",https://m.media-amazon.com/images/M/MV5BMDAxYzU2YjEtNmNjNS00OGJlLTg3MzgtNzAwN2E1ZWFiYTg5XkEyXkFqcGdeQXVyNTkwNzYyODM@.jpg,Concurrent theatrical ending of the TV series Shin seiki evangerion (1995).,Null,TRUE,2005
0058946,The Battle of Algiers,8.1,246,movie,"[""Drama"", ""War""]",09 Sep 1966 (Italy),"[""Arabic"", ""French"", ""English""]",https://m.media-amazon.com/images/M/MV5BZWEzMGY4OTQtYTdmMy00M2QwLTliYTQtYWUzYzc3OTA5YzIwXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.",Null,TRUE,1966
0050783,Nights of Cabiria,8.1,247,movie,"[""Drama""]",10 May 1957 (Turkey),"[""Italian"", ""Latin""]",https://m.media-amazon.com/images/M/MV5BOTdhNmUxZmQtNmMwNC00MzE3LWE1MTUtZDgxZTYwYjEzZjcwXkEyXkFqcGdeQXVyNTA1NjYyMDk@.jpg,A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.,Null,TRUE,1957
0093779,The Princess Bride,8.1,248,movie,"[""Adventure"", ""Family"", ""Fantasy"", ""Romance""]",14 Mar 2019 (India),"[""English""]",https://m.media-amazon.com/images/M/MV5BMGM4M2Q5N2MtNThkZS00NTc1LTk1NTItNWEyZjJjNDRmNDk5XkEyXkFqcGdeQXVyMjA0MDQ0Mjc@.jpg,"While homesick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",Null,TRUE,2019
0087884,"Paris, Texas",8.1,249,movie,"[""Drama""]",23 Aug 1984 (UK),"[""English"", ""Spanish""]",https://m.media-amazon.com/images/M/MV5BM2RjMmU3ZWItYzBlMy00ZmJkLWE5YzgtNTVkODdhOWM3NGZhXkEyXkFqcGdeQXVyNDA5Mjg5MjA@.jpg,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.",Null,TRUE,1984
0111495,Three Colors: Red,8.1,250,movie,"[""Drama"", ""Mystery"", ""Romance""]",18 May 1994 (Italy),"[""French""]",https://m.media-amazon.com/images/M/MV5BYTg1MmNiMjItMmY4Yy00ZDQ3LThjMzYtZGQ0ZTQzNTdkMGQ1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,A model discovers a retired judge is keen on invading people's privacy.,Null,TRUE,1994
