mid,title,rating,rank,type,genre,rdate,language,cover,description,trailer,released,year
123,Fushigi Yuugi,PG-13 - Teens 13 or older,1225,anime,"[""Adventure"", ""Comedy"", ""Drama"", ""Fantasy"", ""Romance""]",Spring 1995,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/2/20140.jpg,"While visiting the National Library, junior-high students Miaka Yuuki and Yui Hongo are transported into the world of a mysterious book set in ancient China, ""The Universe of The Four Gods."" Miaka suddenly finds herself with the responsibility of being the priestess of Suzaku, and must find all of her celestial warriors for the purpose of summoning Suzaku for three wishes; however, the enemy nation of the god Seiryuu has manipulated Yui into becoming the priestess of Seiryuu. As enemies, the former best friends begin their long struggle to summon their respective gods and obtain their wishes...  [Written by MAL Rewrite]",Null,TRUE,"Apr 6, 1995 to Mar 28, 1996"
124,Fushigi Yuugi: Eikouden,PG-13 - Teens 13 or older,4401,anime,"[""Adventure"", ""Drama"", ""Fantasy"", ""Romance""]",,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/11/67701.jpg,"Taka (technically Tamahome) and Miaka are now happily married and only six months before their new family would be born, but an obsessed girl named Mayo would do anything to make Taka hers. She enters the world of the Four Gods, determined to win Taka's heart and be the new priestess.",Null,TRUE,"Dec 21, 2001 to Jun 25, 2002"
126,Futakoi Alternative,PG-13 - Teens 13 or older,4232,anime,"[""Comedy"", ""Drama"", ""Romance""]",Spring 2005,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/6/16733.jpg,"The Futaba Detective Agency, being run by Rentarou, who has taken over the family business, after his father's death 3 weeks ago. Along w/ Sara & Souju, his live-in identical twin assistants. He ends up running afoul of the local Yakuza.  (Source: ANN)",Null,TRUE,"Apr 7, 2005 to Jun 30, 2005"
127,Gate Keepers,PG-13 - Teens 13 or older,4033,anime,"[""Action"", ""Comedy"", ""Fantasy"", ""Sci-Fi""]",Spring 2000,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/12/15226.jpg,"Technology, science, and industry—this is 1969 Tokyo, and there is no better time to be alive! But a shadow looms quietly around every corner: ""Invaders"" have infiltrated the populace, and nobody knows who or what they are.  Only the members of the top-secret agency AEGIS know of their existence. Covertly fighting the enemy is their job, but only those with the ability to open ""Gates"" to another world can truly defeat them. Within AEGIS is a specialized task force known as the ""Gate Keepers."" Composed of extraordinary individuals with a variety of Gate-related abilities, they are the only ones who can save humanity from the vicious Invaders plaguing the planet.  Shun Ukiya is an average high school student who lives with his widowed mother and little sister. While on his way home from school one day, he comes across a group of Invaders heading toward his house. In a desperate plight to save his family, Shun discovers he possesses the ability to open a Gate, allowing him to harness massive amounts of energy. With his newfound ability exposed, he catches the attention of AEGIS, and particularly the interest of one of its Gate Keepers, Shun's childhood friend Ruriko Ikusawa.  [Written by MAL Rewrite]",Null,TRUE,"Apr 3, 2000 to Sep 18, 2000"
128,Gate Keepers 21,PG-13 - Teens 13 or older,4751,anime,"[""Action"", ""Drama"", ""Sci-Fi""]",,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/6/75569.jpg,"Thirty-two years have passed since the initial defeat of the Invaders. A.E.G.I.S is all but dismantled now and has become an underground organization consisting of only a few Gate Keepers left to save humanity. One of the members, Ayane Isuzu, is sick of society as a whole, though she continues to defeat the Invaders out of spite for her father. Suddenly, she learns of the revival of Machine General (Kikai Shogun) and Devil Count (Akuma Hakushaku), but a mysterious ghost girl now accompanies them. It is up to Ayane and the remnants of A.E.G.I.S to stop them and save humanity once again.  (Source: ANN)",Null,TRUE,"Apr 24, 2002 to Jan 8, 2003"
129,Gensoumaden Saiyuuki,R - 17+ (violence & profanity),1391,anime,"[""Action"", ""Adventure"", ""Comedy"", ""Drama"", ""Supernatural""]",Spring 2000,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/11/75282.jpg,"Many years ago, humans and demons lived in harmony. But that unity ended when demons started attacking humans and plotted a mission to unleash Gyumao—an evil demon imprisoned for thousands of years. Now, Genjo Sanzo, a rogue priest, must team up with three demons—Sha Gojyo, Son Goku, and Cho Hakkai—and embark on a perilous journey to the west to stop these demons from resurrecting Gyumao and restore the balance between humans and demons on Earth.  (Source: ANN)",Null,TRUE,"Apr 4, 2000 to Mar 27, 2001"
130,Saiyuuki Reload,PG-13 - Teens 13 or older,2013,anime,"[""Action"", ""Adventure"", ""Comedy"", ""Drama"", ""Supernatural""]",Fall 2003,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/13/24719.jpg,"Priest Genjo Sanzo and companions Cho Hakkai, Sha Gojyo, and Son Goku maintain their westward journey to stop the resurrection of the demon Gyoumao. As the reputation of the Sanzo Ikkou precedes them, they continue to fight demon assassins at every turn, but they must also deal with increasing tensions within their group in order to defeat a powerful enemy.   (Source: ANN)",Null,TRUE,"Oct 2, 2003 to Mar 25, 2004"
131,Saiyuuki Reload Gunlock,PG-13 - Teens 13 or older,1945,anime,"[""Action"", ""Adventure"", ""Comedy"", ""Drama"", ""Supernatural""]",Spring 2004,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/11/6830.jpg,"The Sanzo Ikkou continues its westward journey, on a mission to prevent a demonic resurrection. As Genjo Sanzo, Cho Hakkai, Sha Gojyo, and Son Goku fight their way to their goal, their path is fraught with internal strife. When they encounter a formidable pair of adversaries from the west, the cohesion of the group -- and the fate of the mission -- may be at stake.   (Source: ANN)",Null,TRUE,"Apr 2, 2004 to Sep 24, 2004"
134,Gunslinger Girl,R - 17+ (violence & profanity),1984,anime,"[""Action"", ""Drama"", ""Sci-Fi""]",Fall 2003,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/5/3088.jpg,"In the heart of Italy, the Social Welfare Agency rescues young girls from hospital beds and gives them a second chance at life using the latest in cybernetic advancements. With their artificially enhanced bodies, the girls are brainwashed and trained as assassins to carry out the dirty work of the Italian Government. Despite all the modifications, they are still just children at heart, struggling for recognition from those they love, even knowing the love they feel is manufactured. This tragic tale unfolds as these girls grapple with their emotions in an agency that treats them as nothing but ruthless killers.  [Written by MAL Rewrite]",Null,TRUE,"Oct 9, 2003 to Feb 19, 2004"
135,Hikaru no Go,PG-13 - Teens 13 or older,442,anime,"[""Comedy"", ""Supernatural""]",Fall 2001,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/12/78317.jpg,"While searching through his grandfather's attic, Hikaru Shindou stumbles upon an old go board. Touching it, he is greeted by a mysterious voice, and soon after falls unconscious. When he regains his senses, he discovers that the voice is still present and belongs to Sai Fujiwara no, the spirit of an ancient go expert. A go instructor for the Japanese Emperor in the Heian Era, Sai's passion for the game transcends time and space, allowing him to continue playing his beloved game as a ghostly entity. Sai's ultimate goal is to master a divine go technique that no player has achieved so far, and he seeks to accomplish this by playing the board game through Hikaru.  Despite having no interest in board games, Hikaru reluctantly agrees to play, executing moves as instructed by Sai. However, when he encounters the young go prodigy Akira Touya, a passion for the game is slowly ignited within him. Inspired by his newfound rival, Hikaru's journey into the world of go is just beginning.  [Written by MAL Rewrite]",Null,TRUE,"Oct 10, 2001 to Mar 26, 2003"
136,Hunter x Hunter,PG-13 - Teens 13 or older,163,anime,"[""Action"", ""Adventure"", ""Fantasy""]",Fall 1999,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/8/19473.jpg,"Hunters are specialized in a wide variety of fields, ranging from treasure hunting to cooking. They have access to otherwise unavailable funds and information that allow them to pursue their dreams and interests. However, being a hunter is a special privilege, only attained by taking a deadly exam with an extremely low success rate.  Gon Freecss, a 12-year-old boy with the hope of finding his missing father, sets out on a quest to take the Hunter Exam. Along the way, he picks up three companions who also aim to take the dangerous test: the revenge-seeking Kurapika, aspiring doctor Leorio Paladiknight, and a mischievous child the same age as Gon, Killua Zoldyck.  Hunter x Hunter is a classic shounen that follows the story of four aspiring hunters as they embark on a perilous adventure, fighting for their dreams while defying the odds.  [Written by MAL Rewrite]",Null,TRUE,"Oct 16, 1999 to Mar 31, 2001"
137,Hunter x Hunter: Original Video Animation,PG-13 - Teens 13 or older,214,anime,"[""Action"", ""Adventure""]",,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/1/137.jpg,"After reuniting with Gon and his friends, Kurapika explained to them the risks he bears because of his abilities. Believing that his target of revenge is no longer alive and the search for his fallen comrade's eyes could truly begin, Kurapika soon after receives a message informing him that all the Spiders still lived. After much discussion between his friends, Gon, Kurapika and company decided to hunt after the one Spider member who's ability could ultimately result in Kurapika's defeat and death. Based on the manga by Togashi Yoshihiro.",Null,TRUE,"Jan 17, 2002 to Apr 17, 2002"
138,Hunter x Hunter: Greed Island,PG-13 - Teens 13 or older,331,anime,"[""Action"", ""Adventure"", ""Fantasy""]",,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/13/37203.jpg,"After the battle with the Spiders, the search for Ging continues as Gon and Killua decided to once again attempt to purchase the rare game ""Greed Island"". However, Gon came up with a better plan, which was to volunteer to complete the game for the billionaire who owned it. But some training must be done, as Gon and Killua's abilities are still at a developing stage and ""Greed Island"" is no simple game for anyone to play with. It is the infamous game that could easily lead to one's death. Based on the manga by Togashi Yoshihiro.",Null,TRUE,"Feb 5, 2003 to Apr 16, 2003"
139,Hunter x Hunter: Greed Island Final,PG-13 - Teens 13 or older,249,anime,"[""Action"", ""Adventure"", ""Fantasy""]",,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/1/139.jpg,"Continuing with their adventure at Greed Island, Gon and Killua train furiously under the guidance of Biscuit for better preparation at attempting the game. With their abilities vastly improving and the threat of player killers menacing Greed Island, Gon and company continue the game despite the dangers that they will face with the game activities and encounters with other players. Based on the manga by Togashi Yoshihiro.",Null,TRUE,"Mar 3, 2004 to Aug 18, 2004"
141,Jinki:Extend,R - 17+ (violence & profanity),8107,anime,[],Winter 2005,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/3/44792.jpg,"Aoba is a young girl who loves to build models of robots. She lived alone with her grandmother until her grandmother passes away. Shortly after she is kidnapped and brought to a secret base where she discovers a huge robot. The piloted robots fight against Ancient-Jinki in The Grand Savanna, but the true meaning behind the fights is hidden. Aoba works hard at the base so one day she can pilot one of the robots and discover these secrets.",Null,TRUE,"Jan 6, 2005 to Mar 24, 2005"
142,Kamikaze Kaitou Jeanne,PG-13 - Teens 13 or older,1793,anime,"[""Adventure"", ""Comedy"", ""Drama"", ""Fantasy"", ""Mystery"", ""Romance""]",Winter 1999,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/5/20389.jpg,"A normal looking high school girl on the outside, Kusakabe Maron is actually the reincarnation of Jeanne d' Arc. With the help of the angel, Fin Fish, Maron works as the thief Jeanne at night to seal the demons that reside in pieces of artwork, preying upon the weak hearts of the owners. She is branded as a thief due to the fact that the artworks disappear after she seals the demons. One day, a new neighbor and classmate appears, as well as a rival in her night job, the thief Sinbad. With her own best friend being the detective's daughter, out to capture her and the appearance of her new rival, Maron's work is anything but easy.",Null,TRUE,"Feb 13, 1999 to Jan 29, 2000"
143,Kannazuki no Miko,PG-13 - Teens 13 or older,4466,anime,"[""Drama"", ""Girls Love"", ""Romance"", ""Supernatural""]",Fall 2004,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/8/73955.jpg,"Kannazuki no Miko begins in the village of Mahoroba, where time passes slowly for both man and nature. Two students from the village's prestigious Ototachibana Academy might as well be night and day. Himeko is shy and unassertive, while Chikane is bold and elegant. Despite this, they love each other, and nothing can come between them, no matter how hard they try.  On the two girls' shared birthday, a sinister voice corrupts one of their friends into attacking them, and just when it seemed grimmest, the lunar and solar priestess powers that lay dormant in the two girls awaken, dispelling the evil. That was only the first hurdle, however. The two must now fend off the countless others who would threaten their well-being—even the people closest to them!",Null,TRUE,"Oct 2, 2004 to Dec 18, 2004"
144,Kanon,G - All Ages,3391,anime,"[""Drama"", ""Romance"", ""Slice of Life"", ""Supernatural""]",Winter 2002,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/1/144.jpg,"It’s been 7 years since Yuuichi Aizawa visited his aunt Akiko, but now that his parents have gone to Africa to pursue their careers, he is finally back in the little northern town. Yuuichi is not really overjoyed with the prospect of living here though, because all of his memories of this place and the people living in it have mysteriously vanished. His cute cousin Nayuki seems like a stranger as well, even though he used to play with her all the time when they were younger.  On the day of moving into his new home, Yuuichi starts unpacking the boxes and stumbles upon a red headband that no one seems to recognize. This is one of the first clues that will make Yuuichi take a stroll through the snow-covered town and make him start recalling fragments of his past, broken promises and buried secrets. Yuuichi soon realizes that there is something supernatural going on, and all of his new female acquaintances seem to have links to his forgotten past.",Null,TRUE,"Jan 31, 2002 to Mar 28, 2002"
145,Kareshi Kanojo no Jijou,PG-13 - Teens 13 or older,1319,anime,"[""Comedy"", ""Drama"", ""Romance"", ""Slice of Life""]",Fall 1998,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/1222/108880.jpg,"Yukino Miyazawa is the female representative for her class and the most popular girl among the freshmen at her high school. Good at both academics and sports on top of being elegant and sociable, she has been an object of admiration all her life. However, in reality, she is an incredibly vain person who toils relentlessly to maintain her good grades, athleticism, and graceful appearance. She wants nothing more than to be the center of attention and praise—which is why she cannot stand Soichiro Arima, the male representative for her class and the only person more perfect than her. Since the first day of high school, she has struggled to steal the spotlight from her new rival but to no avail.  At last, on the midterm exams, Yukino gets the top score and beats Soichiro. But, to her surprise, he congratulates her on her achievement, leading her to question her deceptive lifestyle. When Soichiro confesses his love to Yukino, she turns him down and gloats about it at home with only a hint of regret. But the very next day, Soichiro visits Yukino house to bring her a CD and sees her uninhibited self in action; now equipped with the truth, he blackmails her into completing his student council duties. Coerced into spending time with Soichiro, Yukino learns that she is not the only one hiding secrets.  [Written by MAL Rewrite]",Null,TRUE,"Oct 2, 1998 to Mar 26, 1999"
147,Kimi ga Nozomu Eien,R+ - Mild Nudity,2836,anime,"[""Drama"", ""Romance"", ""Slice of Life""]",Fall 2003,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/5/10227.jpg,"In the warmth of a golden sun, timid high school student Haruka Suzumiya confesses to Takayuki Narumi, the boy she admires. Takayuki accepts Haruka's confession and the two become a couple, supported by their mutual friends Mitsuki Hayase and Shinji Taira. All is well for these friends—until tragedy strikes.   One of them is sent to an unenviable fate, lying dormant in a coma. Three years later, they awaken, but their sudden reappearance in everyone's lives threatens to test the limits of these friends' bonds.  [Written by MAL Rewrite]",Null,TRUE,"Oct 5, 2003 to Jan 4, 2004"
148,Kita e.: Diamond Dust Drops,PG-13 - Teens 13 or older,5554,anime,"[""Drama"", ""Romance"", ""Slice of Life""]",Winter 2004,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/1041/98827.jpg,"If a couple sees the diamond dust together, then they will certainly find eternal happiness. Or so it is said. This is a drama about the romances, friendships and conflicts of six girls from Hokkaido and how the diamond dust affects them and eventually links them together in the search for happiness.   (Source: ANN)",Null,TRUE,"Jan 20, 2004 to Apr 5, 2004"
150,Blood+,R - 17+ (violence & profanity),1203,anime,"[""Action"", ""Drama"", ""Horror"", ""Mystery"", ""Supernatural""]",Fall 2005,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/10/10183.jpg,"Saya Otonashi is a seemingly ordinary girl living a mundane life with her adoptive family in Okinawa City. In fact, her only peculiarities are suffering from anemia and being unable to remember any of her life beyond the previous year.  However, Saya's forgotten past quickly comes back to haunt her—one night, she is attacked at school by a creature that feeds on human blood. Just when all hope seems lost, a mysterious man named Haji appears and fends off the creature temporarily. But when her rescuer forces her to drink his blood, Saya suddenly enters a trance and slays the monster with ease, using her own blood as a catalyst.   Saya then learns of an organization named Red Shield, founded for the sole purpose of defeating the hellish beasts. Now Saya and Haji must work together with Red Shield to fight these fearsome monsters and unlock the secrets to the girl's past.  [Written by MAL Rewrite]",Null,TRUE,"Oct 8, 2005 to Sep 23, 2006"
151,Re: Cutey Honey,R+ - Mild Nudity,3326,anime,"[""Action"", ""Comedy"", ""Girls Love"", ""Sci-Fi"", ""Ecchi""]",,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/6/52103.jpg,"A mysterious organization known as Panther Claw make their presence known by terrorizing Tokyo and giving the cops a run for their money. Police are further baffled by the appearance of a lone cosplaying vigilante who thwarts all of Panther Claw's evil schemes before disappearing. That cosplayer is Honey Kisaragi, the result of the late Professor Kisaragi's prize experiment. A master of disguise, Honey can magically alter her physical appearance and outfits. But with a push of the heart-shaped button on her choker, she transforms herself into Cutie Honey, the scantily-clad, sword-wielding warrior of love and justice.  (Source: ANN)",Null,TRUE,"Jul 24, 2004 to Sep 25, 2004"
152,Solty Rei,R - 17+ (violence & profanity),2586,anime,"[""Action"", ""Sci-Fi""]",Fall 2005,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/3/75582.jpg,"In a future-based disaster-ridden city with an enormous gap between the rich and the poor, it is hard to tell which humans are walking around with cybernetic body parts. This makes Roy Revant's job as a renegade bounty hunter/bodyguard-for-hire even more difficult. When a young girl with unbeliveable strength rescues him from a particularly dangerous criminal, Roy realizes that perhaps help can be found in the strangest of places. Joining together with a few others, they engage in a battle to find out the truth behind the giant conglomerates that are supposedly serving mankind and making life better.  Solty, an android who has lost her memory, has escaped and is being hunted by the RUC Security Bureau. She encounters the bounty hunter Roy and he adopts her as his daughter after being hired as a bodygaurd for Miranda.  (Source: ANN)",Null,TRUE,"Oct 7, 2005 to Mar 31, 2006"
153,Juuni Kokuki,PG-13 - Teens 13 or older,502,anime,"[""Action"", ""Adventure"", ""Fantasy"", ""Supernatural""]",Spring 2002,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/6/50859.jpg,"Youko Nakajima has only ever wanted to be normal. She does what she is asked, gets good grades, is the class president, and even helps her classmates whenever she can—but because of her red hair, she has never fit in. With her pushover attitude, Youko lets classmates take advantage of her, so she has nobody she can really call a friend.  But on an otherwise ordinary day, a man who claims to be from another world barges into Youko's classroom and bows before her. This elegant blond-haired man, Keiki, claims that Youko is his master and belongs on the throne of his kingdom. However, their first meeting is cut short as Keiki has been followed by otherworldly beasts called youma. He is able to escape with Youko into his own realm, but two other classmates—Ikuya Asano and Yuka Sugimoto—are caught up in the madness as well. Unfortunately, their troubles have only just begun, as the youma attack leaves them separated from Keiki. Alone in this strange new land, these ordinary students must learn to fend for themselves or die.  [Written by MAL Rewrite]",Null,TRUE,"Apr 9, 2002 to Aug 30, 2003"
154,Shaman King,PG-13 - Teens 13 or older,914,anime,"[""Action"", ""Adventure"", ""Comedy"", ""Supernatural""]",Summer 2001,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/1722/99235.jpg,"A battle is about to begin in Tokyo: the Shaman Fight, a tournament held every five hundred years where shaman—those who can command spirits—confront each other in combat. The victor of this contest becomes the Shaman King and the only one who is able to contact and control the Great Spirit, allowing them to reshape the world as they please through its immense power.  During a late night walk, Manta Oyamada runs into his classmate, the carefree You Asakura, who invites him to come stargazing with some friends, who, to Manta's horror, turn out to be ghosts from a local cemetery! However, the knowledge that Manta possesses—a rare sixth sense that allows Manta to see these spirits—endears the boy to You. So when You finds out that his new comrade has been beaten up by a local gang, he decides to avenge him with the help of Amidamaru, a samurai ghost whose tomb was broken by the gang leader.   Soon Manta uncovers more about the world of spirits, including the Shaman Fight, in which his new friend You aims to claim victory.  [Written by MAL Rewrite]",Null,TRUE,"Jul 4, 2001 to Sep 25, 2002"
155,X/1999,R - 17+ (violence & profanity),5790,anime,"[""Action"", ""Drama"", ""Fantasy"", ""Horror"", ""Sci-Fi"", ""Supernatural""]",,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/7/23579.jpg,"At the millennial edge, the concluding battle for humanity's future is staged. Kamui Shirou's destiny has been decided as he returns to Tokyo to face his ultimate challenge. The Dragon of Heaven, defenders of the Earth, stand ready to protect the world from the Dragon of Earth, the seven angels of legend, who embrace the devastation of the planet to bring about its purification. Now Kamui must decide which side to fight for although he finds the idea utterly unappealing. It isn't until realizing that his two childhood friends, Fuma and Kotori Monou, are in grievous peril that Kamui decides to step into his fated position in the climactic struggle of the Year of Destiny: 1999.   (Source: AnimeNfo)",Null,TRUE,"Aug 3, 1996"
156,X,R+ - Mild Nudity,1894,anime,"[""Action"", ""Drama"", ""Fantasy"", ""Romance""]",Fall 2001,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/8/17167.jpg,"His destiny has finally arrived as the young Shirou Kamui returns to Tokyo after 6 years. A powerful psychic, Kamui vows to protect the happiness of his childhood friends Fuuma and Kotori, even if it means avoiding them. But fate is cruel, whether or not Kamui wants to be involved; he holds the future of the world in his hands, given the choice of becoming a Dragon of Heaven or a Dragon of Earth. The Seven Seals gather, and so do the Seven Angels; all individuals who have their destiny carved out as one who would battle for the fate of the world. What future will Kamui choose to become reality?",Null,TRUE,"Oct 3, 2001 to Mar 27, 2002"
157,Mahou Sensei Negima!,PG-13 - Teens 13 or older,3991,anime,"[""Comedy"", ""Fantasy"", ""Romance"", ""Supernatural"", ""Ecchi""]",Winter 2005,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/12/89535.jpg,"10-year-old Negi Springfield is a wizard-in-training, and needs only to pass one more test in order to become a Master Wizard. Unfortunately, his final task is a bizarre one—to become a English teacher at an all-females boarding school. As soon as he arrives, he completely embarrasses one of his students, Asuna Kagurazaka, and replaces the teacher she loves, which garners her hatred. To make matters worse, Asuna learns that Negi is a wizard, and promises to tell unless he helps her out. But unfortunately, circumstances force them to work together to do many things, from fighting evil wizards to helping the class pass their final exam, with a lot of humor, magic, and romances thrown in.  (Source: ANN, edited)",Null,TRUE,"Jan 6, 2005 to Jun 30, 2005"
160,"Ima, Soko ni Iru Boku",R - 17+ (violence & profanity),1214,anime,"[""Adventure"", ""Drama"", ""Fantasy"", ""Sci-Fi""]",Fall 1999,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/1094/109008.jpg,"Shuuzou ""Shuu"" Matsutani lives his ordinary life in peace. He has friends, a crush, and a passion for kendo. Dejected after losing to his kendo rival, Shuu climbs a smokestack to watch the sunset where he finds Lala-Ru, a quiet, blue-haired girl wearing a strange pendant. Shuu attempts to befriend her, despite her uninterested, bland responses.  However, his hopes are crushed when a woman, accompanied by two serpentine machines, appear out of thin air with one goal in mind: capture Lala-Ru. Shuu, bull-headed as he is, tries to save his new friend from her kidnappers and is transported to a desert world, unlike anything he has ever seen before. Yet, despite the circumstances, Shuu only thinks of saving Lala-Ru, until he is thoroughly beaten up by some soldiers. As he soon finds out, Lala-Ru can manipulate water and her pendant is the source from which she is able to bring forth the liquid, a scarce commodity in his new environment. But now, the pendant is lost, and Shuu is the prime suspect.  Ima, Soko ni Iru Boku is the haunting story of a dystopian world, and of Shuu, who has to endure torture, hunger, and the horrors of war in order to save the lonely girl he found sitting atop a smokestack.  [Written by MAL Rewrite]",Null,TRUE,"Oct 14, 1999 to Jan 20, 2000"
161,Peace Maker Kurogane,R - 17+ (violence & profanity),2295,anime,"[""Action"", ""Comedy""]",Fall 2003,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/10/77408.jpg,"Although traumatized by witnessing the murder of his parents by one of the Choushuu, Ichimura Tetsunosuke's thirst for revenge lead him to desire strength. At the age of 15, Tetsunosuke approached the Shinsengumi, wanting to become one of its members. However, Tetsunosuke lacked the skill, mind and will to emotionlessly cut down whoever threatened peace and the Shinsengumi. Even with the support of his brother Tatsunosuke and his newfound friends of the Shinsengumi, little did Tetsunosuke know the blood and pain he would have to face being part of this historical group.",Null,TRUE,"Oct 8, 2003 to Mar 24, 2004"
162,Pita Ten,G - All Ages,4009,anime,"[""Comedy"", ""Fantasy"", ""Romance""]",Spring 2002,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/7/25205.jpg,"Kotaro was pretty much supposed to be your average boy, worried about the pressures of education while enjoying a simple life with his friends. Much to his despair, he one day finds the overly cheerful Misha at his door, asking to be friends out of nowhere. Even more shocking is that Misha is an apprentice angel, yet she does more bad then good. Along with Kotaro's school friends Takashi and Koboshi and the so called devil Shia (once again being able to do more good then bad), the group of friends spend their days getting into all sorts of adventures and troubles. Based on the manga by Koge-Donbo.",Null,TRUE,"Apr 7, 2002 to Sep 29, 2002"
163,Power Stone,PG - Children,6312,anime,"[""Adventure"", ""Comedy"", ""Fantasy""]",Spring 1999,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/1110/98247.jpg,"An ancient legend tells of a magical Powerstone that granted its owner any wish desired. Adventurers from all over the globe clash as they seek this mystical gem.   Based upon the Dreamcast game, POWERSTONE tries to entertain us with the story behind the game's premise. The plot begins with our hero, Fokker, training to be a fighter like his idol, Vargas.   (Source: AniDB)",Null,TRUE,"Apr 3, 1999 to Sep 25, 1999"
164,Mononoke Hime,PG-13 - Teens 13 or older,50,anime,"[""Action"", ""Adventure"", ""Fantasy""]",,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/7/75919.jpg,"When an Emishi village is attacked by a fierce demon boar, the young prince Ashitaka puts his life at stake to defend his tribe. With its dying breath, the beast curses the prince's arm, granting him demonic powers while gradually siphoning his life away. Instructed by the village elders to travel westward for a cure, Ashitaka arrives at Tatara, the Iron Town, where he finds himself embroiled in a fierce conflict: Lady Eboshi of Tatara, promoting constant deforestation, stands against Princess San and the sacred spirits of the forest, who are furious at the destruction brought by the humans. As the opposing forces of nature and mankind begin to clash in a desperate struggle for survival, Ashitaka attempts to seek harmony between the two, all the while battling the latent demon inside of him. Princess Mononoke is a tale depicting the connection of technology and nature, while showing the path to harmony that could be achieved by mutual acceptance.  [Written by MAL Rewrite]",Null,TRUE,"Jul 12, 1997"
166,Samurai 7,PG-13 - Teens 13 or older,1743,anime,[],Summer 2004,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/1190/95421.jpg,"In the far distant future, on a planet that might have been called ""earth"", there was a war between samurai who mechanized their bodies. After the long war, people enjoyed a modest peace.  Facing starvation and abductions at the hands of fearsome mechanized bandits (Nobuseri), the farmers of Kanna Village make the dangerous choice to hire samurai for protection. The village's water priestess, Kirara, her younger sister, Komachi, and a heartbroken villager, Rikichi, set off to hire willing samurai with nothing to offer but rice from their meager harvests. Through dangerous encounters and a bit of luck, seven samurai of varying specialties and experience are gathered for an epic battle against the bandits and the merchants that influence them.  Samurai 7 is based loosely upon Kurosawa Akira's famous movie ""Seven Samurai""/""Shichinin no Samurai""",Null,TRUE,"Jun 12, 2004 to Dec 25, 2004"
167,Scrapped Princess,PG-13 - Teens 13 or older,1959,anime,"[""Adventure"", ""Comedy"", ""Drama"", ""Fantasy"", ""Sci-Fi""]",Spring 2003,"[""Japanese""]",https://cdn.myanimelist.net/images/anime/1238/94717.jpg,"Born to the royal family, Pacifica Casull has earned the nickname ""Scrapped Princess"" after an apocalyptic prophecy foretells her destroying the world on her 16th birthday. Rescued from certain death by a kindly family, she takes shelter with her adoptive older brother and sister, Shannon and Raquel Casull. When news of her survival reaches the ears of the God Mauser's worshippers, they issue her death at all costs, forcing Pacifica to flee for her life.  Plagued by threats from the church, the nobility and even the common people, the three siblings attempt to outrun the fate Pacifica is destined to bring, all the while questioning if one girl's life is worth the world's demise. The true nature of the Scrapped Princess, along with the harrowing revelations of the world itself, becomes more and more apparent as the princess' 16th birthday fast approaches.  [Written by MAL Rewrite]",Null,TRUE,"Apr 8, 2003 to Oct 7, 2003"
